date,open,high,low,close,volume,is_anomaly,ticker
2025-12-01,42.29,50.0,42.29,42.29,286893,False,LIVENR
2025-12-02,41.0,41.0,38.3,38.59,485127,False,LIVENR
2025-12-03,38.53,39.1,37.8,38.02,210353,False,LIVENR
2025-12-04,38.01,38.05,37.5,37.65,81977,False,LIVENR
2025-12-05,37.5,38.8,37.5,38.34,130975,False,LIVENR
2025-12-08,38.8,40.69,38.3,39.41,75740,False,LIVENR
2025-12-09,39.6,40.5,39.21,40.01,80615,False,LIVENR
2025-12-10,40.55,42.0,40.31,41.57,110013,False,LIVENR
2025-12-11,42.4,42.4,39.55,39.95,126934,False,LIVENR
2025-12-12,40.1,40.99,39.05,40.43,169544,False,LIVENR
2025-12-15,40.75,41.67,40.06,41.43,206495,False,LIVENR
